Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,49,1,2,2727,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0.0
1,1,23,1,2,644,3,3,3,3,3,3,3,3,2,3,3,1,4,3,39,22.0
0,1,9,1,2,2921,4,2,2,2,4,4,4,4,4,1,3,3,4,4,0,0.0
0,1,53,1,2,2694,1,1,1,1,3,5,4,4,4,4,4,3,4,3,0,0.0
0,1,25,1,2,1853,3,5,5,5,3,3,3,3,2,2,4,4,3,3,13,15.0
1,1,46,1,2,2296,3,3,3,3,5,5,5,4,5,5,5,5,3,5,3,22.0
1,1,55,1,1,2614,4,1,1,1,5,4,5,5,1,3,5,1,1,5,1,1.0
0,0,24,1,1,119,4,3,4,3,4,4,4,2,3,3,3,4,2,4,172,189.0
0,1,46,1,1,331,4,3,3,3,2,5,2,3,3,4,3,1,3,1,58,49.0
0,1,44,1,2,1701,1,1,5,1,3,1,3,5,5,5,5,2,5,3,68,69.0
1,1,36,1,2,577,1,5,5,5,1,4,4,1,1,1,1,3,1,1,2,0.0
0,1,43,0,0,1154,2,5,2,4,5,4,4,4,4,2,4,4,4,3,0,19.0
1,1,39,1,1,835,5,4,4,4,5,5,5,5,5,2,4,1,5,5,2,74.0
0,1,38,1,2,2946,4,4,4,4,3,5,4,5,5,5,5,4,5,5,0,0.0
1,1,38,0,1,238,2,4,0,3,3,0,3,3,5,5,5,3,5,3,96,92.0
0,1,58,0,2,632,1,5,1,4,2,5,4,4,4,1,2,4,4,4,0,9.0
1,1,47,1,0,190,2,4,4,4,2,2,2,4,4,3,2,2,5,2,414,410.0
0,1,19,1,0,2586,3,5,5,5,4,5,3,2,5,1,1,3,3,3,52,91.0
0,1,29,0,0,179,2,4,2,3,4,2,4,4,4,1,4,2,4,4,0,0.0
1,1,28,0,1,223,3,5,3,4,4,3,4,4,2,3,1,4,1,4,8,2.0
0,1,47,0,1,413,4,5,3,5,3,4,4,2,2,3,1,4,2,5,9,0.0
1,1,53,1,2,1565,5,5,5,5,5,5,5,4,4,4,5,5,4,1,0,0.0
1,0,41,1,2,1001,4,4,4,2,3,4,3,3,3,3,4,5,4,3,0,10.0
0,0,39,1,2,1120,2,2,2,3,1,2,1,1,4,4,5,5,5,1,0,0.0
0,0,35,1,2,1431,3,3,3,3,2,3,2,2,5,5,4,3,5,2,17,24.0
0,1,20,0,1,2556,1,5,0,3,1,0,1,1,5,4,5,1,3,1,1,0.0
1,1,46,1,2,1603,2,2,2,2,3,4,4,4,4,4,4,5,4,5,4,0.0
1,1,40,1,2,2822,1,1,1,1,3,4,4,5,5,5,4,4,5,5,0,0.0
0,1,28,1,2,3965,5,5,5,5,4,4,4,4,3,4,4,3,5,4,0,0.0
1,1,13,0,1,1025,1,4,1,1,5,1,5,5,5,5,5,5,5,5,3,11.0
1,1,36,0,1,748,1,5,1,2,4,1,4,4,4,4,5,3,5,4,0,0.0
1,1,39,1,2,280,3,3,3,3,1,3,2,3,3,3,3,4,3,2,0,0.0
0,1,49,1,2,1503,4,4,4,4,4,5,5,5,5,5,5,3,5,3,16,21.0
1,0,77,1,1,448,3,3,3,4,2,3,2,2,4,1,3,3,4,2,0,0.0
0,0,27,1,1,143,1,2,2,4,1,2,1,1,3,3,4,1,4,1,0,0.0
0,1,36,0,1,1448,2,1,2,2,3,2,3,3,1,2,2,2,3,3,37,28.0
0,1,63,0,1,634,4,4,4,2,3,5,5,3,3,4,2,3,3,3,0,0.0
0,1,42,1,2,632,2,2,2,2,2,4,5,2,2,2,2,3,2,4,0,0.0
0,0,22,1,1,1303,4,4,4,4,5,4,5,5,1,2,3,1,3,5,0,0.0
0,0,27,1,1,1048,2,2,2,3,3,2,4,3,2,5,3,1,3,3,73,64.0
1,1,39,1,2,1587,1,1,4,1,5,4,4,5,5,5,5,5,5,4,4,0.0
1,1,51,1,2,550,4,4,4,4,3,2,2,4,4,4,4,1,4,5,29,20.0
0,1,23,0,1,1979,2,2,2,2,2,2,2,2,3,3,3,4,2,2,0,0.0
0,1,29,1,2,1452,5,5,5,5,4,4,4,4,4,5,4,5,4,4,6,0.0
1,1,26,0,1,1694,1,5,1,4,2,1,2,2,1,5,5,1,3,2,11,4.0
1,1,68,0,0,693,4,4,4,4,3,4,1,3,4,4,4,4,5,3,24,41.0
0,1,46,1,2,2154,5,5,5,5,4,4,4,3,3,4,3,4,3,4,2,0.0
1,1,58,1,2,3037,4,4,4,4,4,5,5,5,5,4,5,5,5,4,11,40.0
0,1,31,1,2,594,4,5,5,5,4,4,4,4,3,3,4,1,4,4,0,0.0
1,1,39,1,2,630,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,0.0
1,1,39,1,2,3072,1,4,4,4,2,3,4,1,1,1,1,2,1,4,25,27.0
0,1,34,1,2,258,1,2,2,2,3,2,2,1,1,1,1,4,1,4,5,7.0
0,0,28,1,2,651,2,1,1,4,4,1,4,4,4,5,4,5,4,4,0,0.0
0,0,55,1,1,889,3,3,3,3,3,3,3,3,4,5,3,4,4,3,8,10.0
1,1,47,1,1,651,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,5.0
0,1,23,1,2,1747,1,0,0,3,2,0,3,2,2,2,2,2,3,2,59,26.0
1,1,24,0,1,100,3,5,3,3,5,3,5,5,5,4,5,3,4,5,0,0.0
0,1,16,0,1,1086,2,3,2,4,4,2,4,4,5,1,1,2,1,4,0,3.0
0,1,60,1,2,1524,1,1,1,1,2,5,4,5,5,5,5,3,5,3,6,0.0
0,0,54,1,2,240,2,2,2,1,4,2,4,4,3,5,4,3,4,4,23,18.0
0,0,18,1,1,954,3,3,3,3,1,3,4,1,5,1,4,5,4,1,0,0.0
1,1,18,0,1,693,3,5,3,2,2,3,2,2,5,3,5,5,5,2,1,0.0
0,0,25,1,1,344,2,5,2,2,2,2,2,2,2,1,2,2,3,2,1,10.0
0,1,49,1,1,1216,3,5,5,5,3,3,3,1,3,4,3,3,4,3,134,137.0
0,1,59,0,1,328,4,3,4,3,1,3,2,3,3,4,3,1,3,2,7,0.0
0,1,50,0,1,920,4,3,4,3,5,4,3,2,2,4,5,3,2,2,28,19.0
0,1,14,1,2,972,2,2,2,2,4,4,4,4,3,4,4,4,5,4,0,0.0
0,1,43,1,2,806,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,0.0
0,1,9,0,1,468,1,4,1,3,5,1,5,5,4,1,5,4,1,5,0,0.0
0,1,36,1,2,1964,2,5,5,5,3,3,4,2,2,1,2,3,2,4,14,45.0
1,1,23,1,2,3111,2,2,2,2,4,4,4,4,2,5,3,5,1,4,8,5.0
1,1,57,1,2,1914,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0
0,0,24,1,1,773,3,3,3,2,1,3,1,1,3,4,5,5,4,1,0,0.0
0,1,42,1,2,983,1,1,1,1,2,5,5,5,5,5,5,5,5,3,5,0.0
0,1,46,1,0,448,2,3,3,3,2,5,4,1,1,2,1,5,1,5,0,0.0
1,1,70,0,0,977,1,5,1,1,3,1,3,3,3,4,5,5,5,3,2,3.0
1,1,46,1,2,503,3,3,3,3,1,5,5,3,3,4,3,1,3,3,29,44.0
0,1,42,1,2,3094,5,5,5,5,4,4,5,2,2,2,2,5,2,3,0,10.0
0,1,60,0,1,547,2,4,2,3,2,4,3,5,5,2,1,5,5,3,8,3.0
1,1,31,0,1,1023,2,5,2,1,2,2,2,2,3,4,3,2,3,2,0,0.0
1,1,16,0,1,936,2,1,2,4,4,2,3,4,1,5,4,2,3,4,0,0.0
1,1,14,0,1,700,0,4,0,4,4,0,4,4,3,4,4,4,5,4,0,0.0
0,1,67,0,1,187,4,4,4,3,3,4,4,3,3,4,3,5,3,5,0,0.0
1,1,42,1,2,986,2,2,2,2,2,5,5,3,3,3,3,4,3,4,0,0.0
1,1,53,1,2,281,1,1,1,1,5,4,5,4,4,4,4,4,4,3,47,44.0
0,1,23,1,0,438,4,5,5,5,4,4,5,4,5,3,4,3,2,4,0,2.0
1,0,21,1,1,368,5,5,5,4,4,5,4,4,4,2,5,3,5,4,43,41.0
0,1,60,1,2,1990,2,2,2,2,2,5,5,4,4,4,4,3,4,3,0,0.0
1,1,48,1,2,1713,3,3,3,3,2,5,4,5,5,5,5,5,5,4,32,43.0
1,1,45,0,1,834,1,4,1,1,1,1,1,1,3,3,4,3,5,1,0,0.0
1,1,36,0,1,1190,2,4,2,2,1,2,1,1,5,3,5,4,5,1,5,11.0
0,0,28,1,2,283,3,3,3,3,4,3,4,4,3,3,5,3,5,4,0,0.0
1,1,70,1,2,2893,3,3,3,3,1,2,3,4,4,4,4,5,4,1,0,0.0
0,1,7,0,0,590,4,2,4,3,3,4,1,3,3,5,4,3,3,3,0,0.0
1,1,44,1,2,2248,4,2,4,4,5,5,4,5,5,5,5,5,5,5,0,0.0
1,1,54,1,2,2887,1,1,5,1,5,5,5,3,3,4,5,5,3,5,1,0.0
1,1,27,1,2,1585,4,4,4,4,5,5,5,5,3,3,4,5,4,5,0,0.0
0,1,46,0,1,883,2,3,2,4,2,3,4,4,4,2,4,4,4,5,0,9.0
1,1,28,1,2,3854,3,5,5,5,3,3,3,3,2,5,3,2,3,3,0,0.0
1,1,15,0,2,1476,1,5,1,2,5,1,5,5,5,2,3,4,5,5,33,3.0
0,1,33,1,1,296,1,3,3,3,1,1,1,1,4,5,4,3,4,1,0,0.0
1,1,51,1,2,2397,2,2,2,2,3,4,1,4,4,4,4,5,4,3,0,0.0
0,1,38,1,2,2072,1,1,1,1,3,5,4,5,5,5,5,3,5,5,0,0.0
0,1,24,0,1,365,3,5,3,4,5,3,5,5,4,5,5,3,5,5,0,0.0
0,1,24,0,1,450,2,2,2,2,2,2,2,2,2,5,3,1,2,2,0,5.0
0,1,32,0,1,1085,2,2,2,3,1,2,1,1,1,1,3,2,3,1,31,27.0
0,1,41,1,2,1873,4,1,1,1,1,3,4,4,4,4,4,4,4,2,14,21.0
0,1,46,0,0,1587,0,2,0,3,3,3,3,4,4,0,4,4,4,1,5,0.0
1,1,20,1,2,2043,3,3,3,3,3,3,3,3,1,4,2,1,3,3,0,3.0
0,1,25,1,2,1080,2,1,1,1,2,2,2,2,2,2,3,1,3,2,0,0.0
0,1,59,1,1,794,5,3,3,3,5,5,4,5,5,5,5,4,5,3,14,8.0
1,1,52,1,2,302,4,4,4,4,4,5,4,4,4,4,4,3,4,3,9,15.0
0,1,52,1,2,680,5,5,5,5,3,4,4,4,4,4,4,4,4,4,18,2.0
0,1,45,0,2,213,2,0,2,3,3,4,4,1,1,2,1,4,1,3,47,50.0
1,1,10,0,1,1737,2,5,2,5,3,2,3,3,4,4,4,5,5,3,0,0.0
0,1,40,1,1,90,4,2,2,2,4,4,4,4,2,4,4,3,3,4,0,0.0
1,1,35,1,2,3454,4,4,4,4,2,1,3,5,5,5,5,3,5,2,0,0.0
1,0,45,1,1,524,1,4,1,5,4,1,4,4,1,5,2,4,2,4,4,7.0
0,1,66,0,1,1416,2,5,2,1,5,5,5,1,1,2,1,4,1,3,0,0.0
1,1,34,0,1,651,2,2,2,4,5,2,5,5,2,5,3,3,3,5,24,28.0
0,0,38,1,0,140,2,2,2,1,4,2,4,4,1,1,5,3,4,4,0,0.0
0,0,23,1,1,1138,3,3,3,1,3,3,3,3,3,5,4,4,4,3,0,0.0
0,1,43,1,2,2076,4,4,4,4,4,3,3,4,4,4,5,3,4,4,0,5.0
0,1,44,0,1,1024,1,4,1,1,5,5,4,4,4,1,4,4,4,5,14,6.0
0,1,34,0,1,1400,3,1,3,4,5,3,5,5,3,3,3,2,4,5,0,0.0
0,1,38,1,2,2286,1,1,1,1,4,4,5,2,2,2,2,4,2,4,0,0.0
1,1,54,1,2,2306,5,5,5,5,2,4,4,4,4,4,4,3,4,5,0,2.0
0,1,44,1,1,391,4,1,1,1,4,5,2,4,4,4,4,4,4,2,0,0.0
1,1,59,1,2,3851,3,3,2,3,3,5,4,5,5,5,5,5,5,3,12,0.0
0,1,17,0,1,926,5,4,5,2,4,5,4,4,1,2,2,1,5,4,0,0.0
1,0,28,1,2,862,2,3,3,5,3,1,3,4,4,5,5,3,5,3,165,155.0
1,1,42,0,1,268,1,3,1,4,2,1,2,2,1,1,3,2,4,2,46,67.0
0,0,19,1,1,752,3,3,3,4,2,3,2,2,4,2,4,1,3,2,0,0.0
1,1,54,0,1,1999,3,4,3,5,2,3,2,2,3,5,4,3,4,2,0,3.0
0,1,42,1,1,114,5,3,3,3,3,2,3,5,5,5,5,3,5,5,0,0.0
0,0,21,1,1,1139,5,5,5,3,5,5,5,5,5,3,5,5,2,5,0,0.0
0,0,28,1,1,803,3,4,4,4,1,4,1,1,3,2,4,4,3,1,0,0.0
1,1,48,1,2,441,1,1,1,1,2,4,5,2,2,2,2,3,2,5,41,33.0
0,1,41,1,2,1532,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0.0
0,1,41,1,2,738,3,5,5,5,3,3,3,3,3,3,3,1,3,4,7,0.0
0,1,20,1,2,1842,1,1,5,1,3,4,3,3,5,5,5,3,5,3,0,0.0
1,1,25,0,1,793,3,4,2,4,5,2,5,5,4,2,5,3,4,5,7,23.0
0,1,41,1,2,2677,1,5,1,1,5,4,4,1,4,3,5,4,4,4,4,0.0
1,1,40,1,2,929,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0.0
0,1,42,1,2,3309,1,1,1,1,3,5,5,4,4,4,4,3,4,4,26,7.0
0,1,43,1,2,526,3,3,3,3,4,4,4,5,5,5,5,4,5,5,1,0.0
1,1,7,0,2,209,2,2,2,3,2,2,2,2,4,2,4,1,4,2,12,10.0
1,1,22,1,2,2943,3,1,1,1,3,3,3,3,2,2,4,1,4,3,0,2.0
1,1,57,1,2,3702,0,0,0,1,2,4,4,1,1,1,1,5,1,5,6,24.0
0,1,51,1,2,2334,3,3,3,3,2,5,4,5,5,5,5,3,5,4,28,12.0
0,0,24,1,1,583,1,4,1,3,4,1,4,4,3,2,4,4,5,4,0,0.0
0,1,12,0,1,1262,2,5,2,2,4,2,4,4,3,5,3,4,5,4,52,37.0
1,1,40,0,1,2588,4,5,4,4,4,5,5,3,4,5,5,5,4,5,0,0.0
1,1,8,0,1,899,2,5,2,2,2,2,2,2,4,2,5,4,4,2,0,10.0
1,1,34,0,1,341,2,4,2,1,4,2,4,4,5,4,5,4,5,4,18,9.0
0,1,40,1,2,409,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0
0,0,26,1,1,247,1,1,1,4,1,1,1,1,3,2,4,3,4,1,13,17.0
1,0,21,1,1,944,1,1,1,3,5,1,5,5,1,2,2,4,1,5,0,0.0
0,1,35,1,2,2846,2,3,3,3,4,3,3,2,2,2,2,1,2,2,31,59.0
1,1,14,0,1,289,2,4,2,4,2,2,2,2,3,3,4,4,5,2,0,0.0
0,1,57,0,2,259,2,1,0,3,2,3,3,3,3,0,3,1,3,3,0,1.0
1,1,45,1,2,297,1,1,1,1,4,5,4,5,5,4,5,3,5,3,0,5.0
1,0,25,1,2,173,5,5,5,2,4,5,3,4,4,3,4,5,5,4,0,0.0
0,1,32,1,2,373,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0.0
1,1,44,1,2,1428,4,4,4,4,3,5,4,4,4,4,4,5,4,4,1,0.0
0,1,57,0,1,432,2,4,5,3,5,4,5,1,1,5,1,5,1,4,0,0.0
0,1,14,0,1,2404,2,3,2,2,2,2,2,5,1,5,2,2,2,2,0,0.0
0,1,42,1,2,2307,3,2,2,2,3,3,4,3,3,3,3,4,3,4,0,3.0
1,1,31,0,0,1067,3,4,3,2,4,3,4,4,3,3,5,3,4,4,0,10.0
0,1,69,0,2,216,2,0,2,5,2,5,5,3,3,2,3,3,3,5,0,0.0
0,1,53,0,2,393,4,5,3,2,2,4,5,4,4,3,4,3,4,4,0,0.0
1,1,33,1,2,972,3,3,3,3,3,4,3,3,4,2,4,5,4,3,0,0.0
0,0,37,1,2,1050,5,5,5,1,1,5,1,1,3,3,4,4,4,1,28,41.0
1,1,39,0,1,250,5,4,5,4,1,5,1,1,4,5,4,3,5,1,0,0.0
1,1,39,0,1,861,3,5,3,3,5,3,5,5,3,2,5,3,5,5,30,23.0
1,1,52,1,2,3366,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.0
0,1,50,1,2,628,1,1,1,1,4,1,1,3,3,4,3,4,3,1,0,8.0
0,1,39,1,1,1183,2,1,3,1,2,2,2,2,4,1,3,4,4,2,4,0.0
0,0,27,1,1,472,3,2,3,3,1,3,1,1,3,5,3,2,4,1,19,51.0
0,1,55,1,2,1546,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0.0
1,1,57,1,1,562,4,5,5,5,4,4,4,4,3,5,3,5,2,4,0,0.0
1,1,35,0,1,137,3,0,3,4,5,3,5,5,4,5,5,3,4,5,0,20.0
0,1,58,1,2,1927,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,18.0
1,1,28,0,0,502,2,5,2,3,5,2,2,5,5,5,4,3,5,5,0,0.0
1,1,54,1,2,3128,5,5,5,5,2,5,5,4,4,4,4,4,4,4,3,0.0
1,1,44,1,1,1979,1,4,3,4,2,1,2,2,1,3,3,3,4,2,0,0.0
0,1,46,0,1,109,3,0,3,3,3,4,5,4,4,3,4,4,4,4,17,21.0
0,1,37,1,0,451,3,2,2,2,3,3,3,3,4,2,3,4,3,3,84,78.0
0,0,37,1,2,405,3,3,3,4,1,3,1,1,4,3,5,3,4,1,105,129.0
1,1,11,0,1,1085,3,3,3,4,4,3,3,4,1,3,3,1,3,4,0,0.0
0,1,51,1,2,3706,2,2,2,2,2,4,4,5,5,5,5,4,5,4,1,0.0
0,1,34,0,1,2089,3,5,3,1,3,3,2,3,3,4,4,4,5,3,0,0.0
1,1,34,0,1,300,3,1,3,4,4,3,4,4,1,3,4,4,3,4,0,0.0
1,1,11,1,2,2945,1,1,1,1,4,4,4,4,5,2,4,4,4,4,0,3.0
0,1,45,1,2,1390,3,3,4,3,4,5,4,5,5,5,5,4,5,3,1,0.0
1,1,44,0,1,679,2,4,2,3,4,2,2,4,5,2,5,4,4,4,30,32.0
1,1,54,1,2,2800,0,5,1,4,2,5,4,3,3,3,3,5,3,5,8,5.0
0,1,61,0,1,106,3,4,3,4,2,1,1,5,5,3,5,1,5,1,50,51.0
0,0,38,1,1,349,2,0,2,4,3,2,2,3,4,1,4,4,4,3,8,67.0
0,1,52,1,2,1882,2,2,3,2,3,5,4,5,5,5,5,4,5,4,0,0.0
1,1,57,1,2,2397,2,3,2,2,3,5,5,2,2,2,2,3,2,4,0,0.0
1,1,61,0,0,1619,3,5,3,2,1,3,1,1,4,5,5,5,5,1,4,0.0
0,1,40,1,1,500,2,3,1,3,2,2,2,2,2,2,3,2,2,2,0,0.0
0,1,42,1,0,566,4,3,3,3,5,4,5,5,5,4,5,5,5,1,0,0.0
1,1,44,1,1,743,5,4,4,4,5,5,5,5,1,4,4,5,2,5,0,12.0
0,1,12,1,2,759,3,2,2,2,3,3,3,3,1,3,3,3,3,3,0,0.0
1,1,15,0,2,228,2,5,2,3,4,2,4,4,3,2,5,5,5,4,13,0.0
1,1,32,1,2,3960,3,3,3,3,4,5,4,4,5,4,4,5,5,4,0,0.0
0,1,35,0,1,319,3,3,3,4,3,3,3,3,4,1,4,4,5,3,55,45.0
0,1,54,1,2,3850,2,2,2,2,2,5,5,3,3,3,3,3,3,4,11,16.0
1,1,53,1,2,3765,2,2,1,1,3,3,4,2,2,2,2,3,2,2,41,10.0
1,1,18,0,1,472,1,4,1,3,1,1,1,1,4,4,3,1,4,1,31,7.0
1,1,36,1,2,3403,2,5,4,4,4,3,3,4,4,3,2,1,4,4,0,0.0
0,1,51,1,1,588,4,3,3,3,2,4,4,4,4,4,4,1,4,1,0,0.0
1,1,44,1,2,2620,3,3,3,3,2,4,4,5,5,5,5,3,5,5,8,0.0
1,1,54,0,1,2602,3,4,3,5,2,3,2,2,4,5,4,2,2,2,49,21.0
1,0,29,1,1,302,3,4,3,4,4,3,1,4,4,3,3,2,4,4,18,6.0
0,1,56,1,2,1605,1,1,3,1,5,5,5,5,5,4,4,5,5,5,190,206.0
1,1,42,1,1,821,2,3,3,3,2,2,2,2,4,5,2,4,1,2,0,7.0
1,1,67,0,1,719,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14.0
0,1,27,0,0,1438,2,4,1,3,5,1,2,5,4,3,3,4,5,5,0,0.0
0,0,23,1,1,110,4,0,5,4,5,3,3,1,3,1,1,3,4,3,157,154.0
1,1,7,0,1,1986,2,4,2,3,2,2,2,2,1,3,3,3,3,2,9,0.0
1,1,31,0,1,252,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0
1,1,57,1,2,323,1,1,1,1,5,4,5,5,5,5,5,5,5,4,2,0.0
0,0,37,1,2,366,4,4,4,1,1,4,1,1,4,4,5,4,5,1,0,0.0
1,1,33,1,2,480,4,1,5,1,4,4,4,4,4,5,2,3,3,4,0,0.0
1,1,61,1,2,3074,2,2,2,2,2,3,3,4,4,4,4,5,4,4,29,29.0
1,0,21,1,1,550,4,0,4,4,1,4,1,1,4,2,3,2,3,1,20,14.0
1,1,55,1,1,299,1,3,3,3,1,1,1,1,1,1,4,2,4,1,45,51.0
1,0,20,1,1,395,2,4,2,3,3,2,3,3,1,4,4,4,3,3,0,0.0
0,1,55,0,1,1200,1,5,1,2,4,3,4,2,2,1,5,1,2,3,15,0.0
1,1,22,1,2,3629,5,5,5,5,4,4,4,4,5,4,5,3,4,4,0,0.0
0,0,21,1,1,689,4,4,4,4,2,4,2,2,3,2,3,3,4,2,0,0.0
0,1,50,1,2,1050,3,1,1,1,4,3,2,3,3,3,3,4,3,4,0,0.0
1,1,40,1,2,1061,3,3,2,3,2,5,4,5,5,4,5,5,5,4,0,9.0
0,1,46,1,2,3831,2,1,1,1,5,3,3,2,2,2,2,2,2,1,21,0.0
1,0,33,1,2,605,4,4,4,2,2,4,2,2,4,5,4,5,5,2,0,0.0
0,0,20,1,1,528,1,0,1,4,5,1,5,5,3,5,5,4,4,5,0,0.0
0,1,46,1,0,164,3,3,3,3,3,4,3,2,2,3,2,3,2,2,0,0.0
0,1,45,1,2,3058,1,0,0,4,2,4,3,5,5,0,5,2,5,3,42,25.0
0,1,38,1,1,473,1,4,4,4,1,1,1,1,1,2,3,3,4,1,0,5.0
1,0,47,1,1,977,2,3,3,3,3,3,2,3,2,1,3,1,4,3,31,24.0
0,1,61,0,1,282,1,4,1,5,2,3,4,1,1,1,1,1,1,1,0,0.0
0,1,52,1,2,337,3,2,2,2,4,4,4,3,3,3,3,4,3,4,0,0.0
1,1,28,0,0,351,3,3,3,2,5,3,5,5,1,1,3,2,2,5,0,0.0
0,1,45,1,2,3398,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0
0,1,33,1,2,2227,2,2,5,2,5,5,5,4,5,4,4,5,4,5,7,6.0
1,1,48,0,1,338,0,5,0,3,4,0,3,4,4,4,5,5,4,4,0,3.0
1,1,51,1,2,2563,5,5,5,5,4,5,4,4,4,5,4,3,4,5,14,3.0
1,1,64,0,1,239,3,4,3,4,1,3,1,1,4,5,5,1,4,1,0,0.0
0,1,62,0,0,1674,1,4,1,3,1,3,5,1,1,1,1,1,1,1,0,0.0
1,1,30,1,2,472,5,5,5,5,4,4,4,4,3,2,5,4,4,4,27,20.0
1,1,41,1,2,3298,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0.0
0,1,49,1,2,581,3,3,3,3,3,5,4,4,4,4,4,5,4,5,0,0.0
0,1,15,0,1,2446,4,2,3,2,3,3,3,3,4,2,2,3,1,3,0,19.0
1,1,28,1,2,1703,5,5,5,5,5,4,5,5,3,5,3,4,4,5,0,0.0
0,1,24,1,2,1005,2,2,2,2,4,4,4,4,1,3,4,1,5,4,11,0.0
0,0,42,1,1,250,1,2,1,2,5,1,5,5,1,3,2,1,2,5,39,22.0
0,1,66,1,2,3421,3,3,3,3,2,3,3,3,3,3,3,3,3,1,0,0.0
1,0,42,1,2,426,3,3,3,2,4,3,5,4,4,4,2,4,3,4,2,0.0
0,1,45,0,1,366,1,4,1,2,3,5,4,3,3,1,3,4,3,5,1,2.0
0,1,20,0,1,1192,2,3,2,5,1,2,1,1,1,4,4,5,4,1,0,0.0
0,1,38,1,2,1166,3,5,3,3,2,5,5,5,5,5,5,3,5,4,1,0.0
0,1,17,1,2,563,5,5,5,5,5,5,5,5,4,1,2,2,5,5,4,32.0
0,1,37,1,2,342,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0.0
1,1,35,1,2,315,1,5,5,5,4,3,2,1,1,1,1,3,1,3,11,26.0
1,1,35,1,2,3550,0,0,0,3,5,5,5,4,4,4,4,3,4,4,41,38.0
1,1,62,0,1,438,3,3,3,3,5,3,5,5,1,1,3,3,3,5,0,1.0
0,1,57,1,2,240,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,5.0
1,1,41,1,2,1671,4,4,4,4,4,3,5,2,2,2,2,5,2,5,13,1.0
0,1,55,1,1,1855,2,1,1,1,3,2,3,2,2,2,2,4,2,4,2,0.0
1,1,73,1,1,689,3,3,3,3,3,3,3,3,1,4,4,2,3,3,14,23.0
0,0,37,1,0,462,4,4,4,2,3,4,3,3,5,5,1,4,2,3,0,0.0
1,1,55,1,2,1185,3,3,1,3,5,1,5,5,5,5,5,4,5,1,42,40.0
1,0,46,1,2,371,1,1,1,4,5,1,5,5,3,2,5,3,5,5,0,0.0
1,1,33,1,2,1609,3,5,3,3,5,5,5,5,4,3,4,4,4,5,0,0.0
1,0,39,1,1,621,4,0,4,2,2,4,2,2,3,3,5,1,2,2,0,18.0
0,1,49,0,1,440,3,4,3,4,2,4,5,4,4,3,4,4,4,4,2,0.0
1,1,48,1,2,1576,2,2,4,2,4,5,4,5,5,5,5,4,5,5,9,2.0
1,1,20,0,0,247,3,4,3,1,4,3,4,4,5,3,5,5,5,4,0,0.0
1,1,56,0,1,309,3,4,4,1,5,4,5,5,5,3,5,4,5,5,34,29.0
0,1,48,1,2,1947,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,1.0
1,1,51,1,1,1592,2,3,3,3,2,2,2,2,1,2,2,3,3,2,27,8.0
1,1,65,1,1,374,4,2,1,2,4,4,4,4,4,5,5,1,5,4,0,0.0
0,1,9,1,2,2672,3,4,4,4,3,3,3,3,4,1,4,2,4,3,19,12.0
1,1,62,1,2,612,2,5,5,5,2,4,3,2,2,2,2,2,2,2,29,22.0
0,1,43,1,2,2279,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0.0
0,1,36,0,1,1814,2,4,2,1,2,2,2,2,5,5,3,5,4,2,0,5.0
1,1,52,1,2,1145,5,5,5,5,2,4,5,4,4,4,4,4,4,3,1,0.0
0,0,12,1,1,859,4,4,4,2,5,4,5,5,1,1,5,2,2,5,0,0.0
0,1,47,1,2,2661,3,4,4,4,2,4,3,3,3,3,3,2,3,3,0,0.0
0,0,44,1,1,328,1,2,1,4,4,1,3,4,4,3,3,3,3,4,0,6.0
0,1,59,1,1,145,4,2,2,2,1,1,3,4,4,4,4,5,4,4,1,9.0
1,1,70,0,1,239,2,2,0,3,0,3,3,3,2,4,3,3,4,3,358,354.0
1,0,43,1,1,1041,4,4,4,4,2,4,2,2,3,5,3,4,4,2,0,1.0
0,1,31,1,2,1091,2,2,2,2,2,2,2,2,3,4,4,3,4,2,0,0.0
